,image_path,image_name,subject_name,mask_path
46,train/9_1.tif,1,9,train/9_1_mask.tif
47,train/1_10.tif,10,1,train/1_10_mask.tif
48,train/10_10.tif,10,10,train/10_10_mask.tif
49,train/11_10.tif,10,11,train/11_10_mask.tif
50,train/12_10.tif,10,12,train/12_10_mask.tif
52,train/14_10.tif,10,14,train/14_10_mask.tif
53,train/15_10.tif,10,15,train/15_10_mask.tif
54,train/16_10.tif,10,16,train/16_10_mask.tif
55,train/17_10.tif,10,17,train/17_10_mask.tif
56,train/18_10.tif,10,18,train/18_10_mask.tif
57,train/19_10.tif,10,19,train/19_10_mask.tif
58,train/2_10.tif,10,2,train/2_10_mask.tif
59,train/20_10.tif,10,20,train/20_10_mask.tif
60,train/21_10.tif,10,21,train/21_10_mask.tif
61,train/22_10.tif,10,22,train/22_10_mask.tif
62,train/23_10.tif,10,23,train/23_10_mask.tif
63,train/24_10.tif,10,24,train/24_10_mask.tif
64,train/25_10.tif,10,25,train/25_10_mask.tif
65,train/26_10.tif,10,26,train/26_10_mask.tif
66,train/27_10.tif,10,27,train/27_10_mask.tif
67,train/28_10.tif,10,28,train/28_10_mask.tif
68,train/29_10.tif,10,29,train/29_10_mask.tif
69,train/3_10.tif,10,3,train/3_10_mask.tif
71,train/31_10.tif,10,31,train/31_10_mask.tif
72,train/32_10.tif,10,32,train/32_10_mask.tif
73,train/33_10.tif,10,33,train/33_10_mask.tif
74,train/34_10.tif,10,34,train/34_10_mask.tif
75,train/35_10.tif,10,35,train/35_10_mask.tif
76,train/36_10.tif,10,36,train/36_10_mask.tif
77,train/37_10.tif,10,37,train/37_10_mask.tif
78,train/38_10.tif,10,38,train/38_10_mask.tif
79,train/39_10.tif,10,39,train/39_10_mask.tif
80,train/4_10.tif,10,4,train/4_10_mask.tif
81,train/40_10.tif,10,40,train/40_10_mask.tif
82,train/41_10.tif,10,41,train/41_10_mask.tif
83,train/42_10.tif,10,42,train/42_10_mask.tif
84,train/43_10.tif,10,43,train/43_10_mask.tif
85,train/44_10.tif,10,44,train/44_10_mask.tif
86,train/45_10.tif,10,45,train/45_10_mask.tif
87,train/46_10.tif,10,46,train/46_10_mask.tif
88,train/47_10.tif,10,47,train/47_10_mask.tif
89,train/5_10.tif,10,5,train/5_10_mask.tif
90,train/6_10.tif,10,6,train/6_10_mask.tif
91,train/7_10.tif,10,7,train/7_10_mask.tif
92,train/8_10.tif,10,8,train/8_10_mask.tif
93,train/9_10.tif,10,9,train/9_10_mask.tif
94,train/1_100.tif,100,1,train/1_100_mask.tif
95,train/10_100.tif,100,10,train/10_100_mask.tif
96,train/11_100.tif,100,11,train/11_100_mask.tif
97,train/12_100.tif,100,12,train/12_100_mask.tif
98,train/13_100.tif,100,13,train/13_100_mask.tif
99,train/14_100.tif,100,14,train/14_100_mask.tif
100,train/15_100.tif,100,15,train/15_100_mask.tif
101,train/16_100.tif,100,16,train/16_100_mask.tif
102,train/17_100.tif,100,17,train/17_100_mask.tif
103,train/18_100.tif,100,18,train/18_100_mask.tif
104,train/19_100.tif,100,19,train/19_100_mask.tif
105,train/2_100.tif,100,2,train/2_100_mask.tif
106,train/20_100.tif,100,20,train/20_100_mask.tif
107,train/21_100.tif,100,21,train/21_100_mask.tif
108,train/22_100.tif,100,22,train/22_100_mask.tif
109,train/23_100.tif,100,23,train/23_100_mask.tif
110,train/24_100.tif,100,24,train/24_100_mask.tif
111,train/25_100.tif,100,25,train/25_100_mask.tif
112,train/26_100.tif,100,26,train/26_100_mask.tif
113,train/27_100.tif,100,27,train/27_100_mask.tif
115,train/29_100.tif,100,29,train/29_100_mask.tif
116,train/3_100.tif,100,3,train/3_100_mask.tif
117,train/30_100.tif,100,30,train/30_100_mask.tif
120,train/33_100.tif,100,33,train/33_100_mask.tif
121,train/34_100.tif,100,34,train/34_100_mask.tif
122,train/35_100.tif,100,35,train/35_100_mask.tif
123,train/36_100.tif,100,36,train/36_100_mask.tif
124,train/37_100.tif,100,37,train/37_100_mask.tif
125,train/38_100.tif,100,38,train/38_100_mask.tif
126,train/39_100.tif,100,39,train/39_100_mask.tif
127,train/4_100.tif,100,4,train/4_100_mask.tif
128,train/40_100.tif,100,40,train/40_100_mask.tif
129,train/41_100.tif,100,41,train/41_100_mask.tif
130,train/42_100.tif,100,42,train/42_100_mask.tif
132,train/44_100.tif,100,44,train/44_100_mask.tif
133,train/45_100.tif,100,45,train/45_100_mask.tif
134,train/46_100.tif,100,46,train/46_100_mask.tif
135,train/47_100.tif,100,47,train/47_100_mask.tif
137,train/6_100.tif,100,6,train/6_100_mask.tif
138,train/7_100.tif,100,7,train/7_100_mask.tif
139,train/8_100.tif,100,8,train/8_100_mask.tif
140,train/9_100.tif,100,9,train/9_100_mask.tif
141,train/1_101.tif,101,1,train/1_101_mask.tif
142,train/10_101.tif,101,10,train/10_101_mask.tif
143,train/11_101.tif,101,11,train/11_101_mask.tif
144,train/12_101.tif,101,12,train/12_101_mask.tif
145,train/13_101.tif,101,13,train/13_101_mask.tif
146,train/14_101.tif,101,14,train/14_101_mask.tif
147,train/15_101.tif,101,15,train/15_101_mask.tif
148,train/16_101.tif,101,16,train/16_101_mask.tif
149,train/17_101.tif,101,17,train/17_101_mask.tif
150,train/18_101.tif,101,18,train/18_101_mask.tif
151,train/19_101.tif,101,19,train/19_101_mask.tif
152,train/2_101.tif,101,2,train/2_101_mask.tif
153,train/20_101.tif,101,20,train/20_101_mask.tif
155,train/22_101.tif,101,22,train/22_101_mask.tif
156,train/23_101.tif,101,23,train/23_101_mask.tif
157,train/24_101.tif,101,24,train/24_101_mask.tif
158,train/25_101.tif,101,25,train/25_101_mask.tif
159,train/26_101.tif,101,26,train/26_101_mask.tif
161,train/28_101.tif,101,28,train/28_101_mask.tif
162,train/29_101.tif,101,29,train/29_101_mask.tif
163,train/3_101.tif,101,3,train/3_101_mask.tif
164,train/30_101.tif,101,30,train/30_101_mask.tif
165,train/31_101.tif,101,31,train/31_101_mask.tif
166,train/32_101.tif,101,32,train/32_101_mask.tif
167,train/33_101.tif,101,33,train/33_101_mask.tif
168,train/34_101.tif,101,34,train/34_101_mask.tif
169,train/35_101.tif,101,35,train/35_101_mask.tif
170,train/36_101.tif,101,36,train/36_101_mask.tif
171,train/37_101.tif,101,37,train/37_101_mask.tif
172,train/38_101.tif,101,38,train/38_101_mask.tif
173,train/39_101.tif,101,39,train/39_101_mask.tif
174,train/4_101.tif,101,4,train/4_101_mask.tif
175,train/40_101.tif,101,40,train/40_101_mask.tif
176,train/41_101.tif,101,41,train/41_101_mask.tif
177,train/42_101.tif,101,42,train/42_101_mask.tif
178,train/43_101.tif,101,43,train/43_101_mask.tif
179,train/44_101.tif,101,44,train/44_101_mask.tif
180,train/45_101.tif,101,45,train/45_101_mask.tif
181,train/46_101.tif,101,46,train/46_101_mask.tif
182,train/47_101.tif,101,47,train/47_101_mask.tif
183,train/5_101.tif,101,5,train/5_101_mask.tif
184,train/6_101.tif,101,6,train/6_101_mask.tif
185,train/7_101.tif,101,7,train/7_101_mask.tif
186,train/8_101.tif,101,8,train/8_101_mask.tif
187,train/9_101.tif,101,9,train/9_101_mask.tif
188,train/1_102.tif,102,1,train/1_102_mask.tif
189,train/10_102.tif,102,10,train/10_102_mask.tif
190,train/11_102.tif,102,11,train/11_102_mask.tif
191,train/12_102.tif,102,12,train/12_102_mask.tif
192,train/13_102.tif,102,13,train/13_102_mask.tif
193,train/14_102.tif,102,14,train/14_102_mask.tif
194,train/15_102.tif,102,15,train/15_102_mask.tif
195,train/16_102.tif,102,16,train/16_102_mask.tif
196,train/17_102.tif,102,17,train/17_102_mask.tif
197,train/18_102.tif,102,18,train/18_102_mask.tif
198,train/19_102.tif,102,19,train/19_102_mask.tif
199,train/2_102.tif,102,2,train/2_102_mask.tif
200,train/20_102.tif,102,20,train/20_102_mask.tif
201,train/21_102.tif,102,21,train/21_102_mask.tif
202,train/22_102.tif,102,22,train/22_102_mask.tif
203,train/23_102.tif,102,23,train/23_102_mask.tif
204,train/24_102.tif,102,24,train/24_102_mask.tif
206,train/26_102.tif,102,26,train/26_102_mask.tif
207,train/27_102.tif,102,27,train/27_102_mask.tif
209,train/29_102.tif,102,29,train/29_102_mask.tif
210,train/3_102.tif,102,3,train/3_102_mask.tif
211,train/30_102.tif,102,30,train/30_102_mask.tif
212,train/31_102.tif,102,31,train/31_102_mask.tif
213,train/32_102.tif,102,32,train/32_102_mask.tif
214,train/33_102.tif,102,33,train/33_102_mask.tif
215,train/34_102.tif,102,34,train/34_102_mask.tif
216,train/35_102.tif,102,35,train/35_102_mask.tif
217,train/36_102.tif,102,36,train/36_102_mask.tif
218,train/37_102.tif,102,37,train/37_102_mask.tif
219,train/38_102.tif,102,38,train/38_102_mask.tif
220,train/39_102.tif,102,39,train/39_102_mask.tif
221,train/4_102.tif,102,4,train/4_102_mask.tif
222,train/40_102.tif,102,40,train/40_102_mask.tif
223,train/41_102.tif,102,41,train/41_102_mask.tif
225,train/43_102.tif,102,43,train/43_102_mask.tif
226,train/44_102.tif,102,44,train/44_102_mask.tif
227,train/45_102.tif,102,45,train/45_102_mask.tif
228,train/46_102.tif,102,46,train/46_102_mask.tif
229,train/47_102.tif,102,47,train/47_102_mask.tif
230,train/5_102.tif,102,5,train/5_102_mask.tif
231,train/6_102.tif,102,6,train/6_102_mask.tif
232,train/7_102.tif,102,7,train/7_102_mask.tif
233,train/8_102.tif,102,8,train/8_102_mask.tif
235,train/1_103.tif,103,1,train/1_103_mask.tif
236,train/10_103.tif,103,10,train/10_103_mask.tif
237,train/11_103.tif,103,11,train/11_103_mask.tif
238,train/12_103.tif,103,12,train/12_103_mask.tif
239,train/13_103.tif,103,13,train/13_103_mask.tif
240,train/14_103.tif,103,14,train/14_103_mask.tif
241,train/15_103.tif,103,15,train/15_103_mask.tif
242,train/16_103.tif,103,16,train/16_103_mask.tif
243,train/17_103.tif,103,17,train/17_103_mask.tif
244,train/18_103.tif,103,18,train/18_103_mask.tif
245,train/19_103.tif,103,19,train/19_103_mask.tif
246,train/2_103.tif,103,2,train/2_103_mask.tif
247,train/20_103.tif,103,20,train/20_103_mask.tif
248,train/21_103.tif,103,21,train/21_103_mask.tif
249,train/22_103.tif,103,22,train/22_103_mask.tif
250,train/23_103.tif,103,23,train/23_103_mask.tif
251,train/24_103.tif,103,24,train/24_103_mask.tif
252,train/25_103.tif,103,25,train/25_103_mask.tif
253,train/26_103.tif,103,26,train/26_103_mask.tif
254,train/27_103.tif,103,27,train/27_103_mask.tif
255,train/28_103.tif,103,28,train/28_103_mask.tif
257,train/3_103.tif,103,3,train/3_103_mask.tif
258,train/30_103.tif,103,30,train/30_103_mask.tif
259,train/31_103.tif,103,31,train/31_103_mask.tif
260,train/32_103.tif,103,32,train/32_103_mask.tif
261,train/33_103.tif,103,33,train/33_103_mask.tif
262,train/34_103.tif,103,34,train/34_103_mask.tif
263,train/35_103.tif,103,35,train/35_103_mask.tif
264,train/36_103.tif,103,36,train/36_103_mask.tif
265,train/37_103.tif,103,37,train/37_103_mask.tif
266,train/38_103.tif,103,38,train/38_103_mask.tif
267,train/39_103.tif,103,39,train/39_103_mask.tif
268,train/4_103.tif,103,4,train/4_103_mask.tif
269,train/40_103.tif,103,40,train/40_103_mask.tif
270,train/41_103.tif,103,41,train/41_103_mask.tif
271,train/42_103.tif,103,42,train/42_103_mask.tif
272,train/43_103.tif,103,43,train/43_103_mask.tif
273,train/44_103.tif,103,44,train/44_103_mask.tif
274,train/45_103.tif,103,45,train/45_103_mask.tif
275,train/46_103.tif,103,46,train/46_103_mask.tif
276,train/47_103.tif,103,47,train/47_103_mask.tif
277,train/5_103.tif,103,5,train/5_103_mask.tif
278,train/6_103.tif,103,6,train/6_103_mask.tif
279,train/7_103.tif,103,7,train/7_103_mask.tif
280,train/8_103.tif,103,8,train/8_103_mask.tif
281,train/9_103.tif,103,9,train/9_103_mask.tif
282,train/1_104.tif,104,1,train/1_104_mask.tif
283,train/10_104.tif,104,10,train/10_104_mask.tif
284,train/11_104.tif,104,11,train/11_104_mask.tif
285,train/12_104.tif,104,12,train/12_104_mask.tif
286,train/13_104.tif,104,13,train/13_104_mask.tif
287,train/14_104.tif,104,14,train/14_104_mask.tif
288,train/15_104.tif,104,15,train/15_104_mask.tif
289,train/16_104.tif,104,16,train/16_104_mask.tif
290,train/17_104.tif,104,17,train/17_104_mask.tif
291,train/18_104.tif,104,18,train/18_104_mask.tif
292,train/19_104.tif,104,19,train/19_104_mask.tif
293,train/2_104.tif,104,2,train/2_104_mask.tif
294,train/20_104.tif,104,20,train/20_104_mask.tif
295,train/21_104.tif,104,21,train/21_104_mask.tif
296,train/22_104.tif,104,22,train/22_104_mask.tif
297,train/23_104.tif,104,23,train/23_104_mask.tif
298,train/24_104.tif,104,24,train/24_104_mask.tif
299,train/25_104.tif,104,25,train/25_104_mask.tif
300,train/26_104.tif,104,26,train/26_104_mask.tif
301,train/27_104.tif,104,27,train/27_104_mask.tif
302,train/28_104.tif,104,28,train/28_104_mask.tif
303,train/29_104.tif,104,29,train/29_104_mask.tif
304,train/3_104.tif,104,3,train/3_104_mask.tif
305,train/30_104.tif,104,30,train/30_104_mask.tif
306,train/31_104.tif,104,31,train/31_104_mask.tif
307,train/32_104.tif,104,32,train/32_104_mask.tif
308,train/33_104.tif,104,33,train/33_104_mask.tif
309,train/34_104.tif,104,34,train/34_104_mask.tif
310,train/35_104.tif,104,35,train/35_104_mask.tif
311,train/36_104.tif,104,36,train/36_104_mask.tif
312,train/37_104.tif,104,37,train/37_104_mask.tif
313,train/38_104.tif,104,38,train/38_104_mask.tif
314,train/39_104.tif,104,39,train/39_104_mask.tif
315,train/4_104.tif,104,4,train/4_104_mask.tif
316,train/40_104.tif,104,40,train/40_104_mask.tif
317,train/41_104.tif,104,41,train/41_104_mask.tif
318,train/42_104.tif,104,42,train/42_104_mask.tif
319,train/43_104.tif,104,43,train/43_104_mask.tif
320,train/44_104.tif,104,44,train/44_104_mask.tif
321,train/45_104.tif,104,45,train/45_104_mask.tif
322,train/46_104.tif,104,46,train/46_104_mask.tif
323,train/47_104.tif,104,47,train/47_104_mask.tif
324,train/5_104.tif,104,5,train/5_104_mask.tif
325,train/6_104.tif,104,6,train/6_104_mask.tif
326,train/7_104.tif,104,7,train/7_104_mask.tif
327,train/8_104.tif,104,8,train/8_104_mask.tif
328,train/9_104.tif,104,9,train/9_104_mask.tif
329,train/1_105.tif,105,1,train/1_105_mask.tif
330,train/10_105.tif,105,10,train/10_105_mask.tif
331,train/11_105.tif,105,11,train/11_105_mask.tif
332,train/12_105.tif,105,12,train/12_105_mask.tif
333,train/13_105.tif,105,13,train/13_105_mask.tif
334,train/14_105.tif,105,14,train/14_105_mask.tif
335,train/15_105.tif,105,15,train/15_105_mask.tif
336,train/16_105.tif,105,16,train/16_105_mask.tif
337,train/17_105.tif,105,17,train/17_105_mask.tif
338,train/18_105.tif,105,18,train/18_105_mask.tif
339,train/19_105.tif,105,19,train/19_105_mask.tif
340,train/2_105.tif,105,2,train/2_105_mask.tif
341,train/20_105.tif,105,20,train/20_105_mask.tif
342,train/21_105.tif,105,21,train/21_105_mask.tif
343,train/22_105.tif,105,22,train/22_105_mask.tif
344,train/23_105.tif,105,23,train/23_105_mask.tif
345,train/24_105.tif,105,24,train/24_105_mask.tif
346,train/25_105.tif,105,25,train/25_105_mask.tif
347,train/26_105.tif,105,26,train/26_105_mask.tif
348,train/27_105.tif,105,27,train/27_105_mask.tif
349,train/28_105.tif,105,28,train/28_105_mask.tif
350,train/29_105.tif,105,29,train/29_105_mask.tif
351,train/3_105.tif,105,3,train/3_105_mask.tif
352,train/30_105.tif,105,30,train/30_105_mask.tif
353,train/31_105.tif,105,31,train/31_105_mask.tif
354,train/32_105.tif,105,32,train/32_105_mask.tif
355,train/33_105.tif,105,33,train/33_105_mask.tif
356,train/34_105.tif,105,34,train/34_105_mask.tif
357,train/35_105.tif,105,35,train/35_105_mask.tif
358,train/36_105.tif,105,36,train/36_105_mask.tif
359,train/37_105.tif,105,37,train/37_105_mask.tif
360,train/38_105.tif,105,38,train/38_105_mask.tif
361,train/39_105.tif,105,39,train/39_105_mask.tif
362,train/4_105.tif,105,4,train/4_105_mask.tif
363,train/40_105.tif,105,40,train/40_105_mask.tif
364,train/41_105.tif,105,41,train/41_105_mask.tif
365,train/42_105.tif,105,42,train/42_105_mask.tif
366,train/43_105.tif,105,43,train/43_105_mask.tif
367,train/44_105.tif,105,44,train/44_105_mask.tif
368,train/45_105.tif,105,45,train/45_105_mask.tif
369,train/46_105.tif,105,46,train/46_105_mask.tif
370,train/47_105.tif,105,47,train/47_105_mask.tif
371,train/5_105.tif,105,5,train/5_105_mask.tif
372,train/6_105.tif,105,6,train/6_105_mask.tif
373,train/7_105.tif,105,7,train/7_105_mask.tif
374,train/8_105.tif,105,8,train/8_105_mask.tif
375,train/9_105.tif,105,9,train/9_105_mask.tif
376,train/1_106.tif,106,1,train/1_106_mask.tif
377,train/10_106.tif,106,10,train/10_106_mask.tif
378,train/11_106.tif,106,11,train/11_106_mask.tif
379,train/12_106.tif,106,12,train/12_106_mask.tif
380,train/13_106.tif,106,13,train/13_106_mask.tif
381,train/14_106.tif,106,14,train/14_106_mask.tif
382,train/15_106.tif,106,15,train/15_106_mask.tif
384,train/17_106.tif,106,17,train/17_106_mask.tif
385,train/18_106.tif,106,18,train/18_106_mask.tif
386,train/19_106.tif,106,19,train/19_106_mask.tif
387,train/2_106.tif,106,2,train/2_106_mask.tif
388,train/20_106.tif,106,20,train/20_106_mask.tif
389,train/21_106.tif,106,21,train/21_106_mask.tif
390,train/22_106.tif,106,22,train/22_106_mask.tif
391,train/23_106.tif,106,23,train/23_106_mask.tif
392,train/24_106.tif,106,24,train/24_106_mask.tif
393,train/25_106.tif,106,25,train/25_106_mask.tif
394,train/26_106.tif,106,26,train/26_106_mask.tif
395,train/27_106.tif,106,27,train/27_106_mask.tif
396,train/28_106.tif,106,28,train/28_106_mask.tif
397,train/29_106.tif,106,29,train/29_106_mask.tif
398,train/3_106.tif,106,3,train/3_106_mask.tif
399,train/30_106.tif,106,30,train/30_106_mask.tif
400,train/31_106.tif,106,31,train/31_106_mask.tif
401,train/32_106.tif,106,32,train/32_106_mask.tif
402,train/33_106.tif,106,33,train/33_106_mask.tif
403,train/34_106.tif,106,34,train/34_106_mask.tif
404,train/35_106.tif,106,35,train/35_106_mask.tif
405,train/36_106.tif,106,36,train/36_106_mask.tif
406,train/37_106.tif,106,37,train/37_106_mask.tif
407,train/38_106.tif,106,38,train/38_106_mask.tif
408,train/39_106.tif,106,39,train/39_106_mask.tif
409,train/4_106.tif,106,4,train/4_106_mask.tif
410,train/40_106.tif,106,40,train/40_106_mask.tif
411,train/41_106.tif,106,41,train/41_106_mask.tif
412,train/42_106.tif,106,42,train/42_106_mask.tif
413,train/43_106.tif,106,43,train/43_106_mask.tif
414,train/44_106.tif,106,44,train/44_106_mask.tif
415,train/45_106.tif,106,45,train/45_106_mask.tif
416,train/46_106.tif,106,46,train/46_106_mask.tif
417,train/47_106.tif,106,47,train/47_106_mask.tif
418,train/5_106.tif,106,5,train/5_106_mask.tif
419,train/6_106.tif,106,6,train/6_106_mask.tif
420,train/7_106.tif,106,7,train/7_106_mask.tif
421,train/8_106.tif,106,8,train/8_106_mask.tif
422,train/9_106.tif,106,9,train/9_106_mask.tif
423,train/1_107.tif,107,1,train/1_107_mask.tif
424,train/10_107.tif,107,10,train/10_107_mask.tif
425,train/11_107.tif,107,11,train/11_107_mask.tif
426,train/12_107.tif,107,12,train/12_107_mask.tif
427,train/13_107.tif,107,13,train/13_107_mask.tif
428,train/14_107.tif,107,14,train/14_107_mask.tif
429,train/15_107.tif,107,15,train/15_107_mask.tif
430,train/16_107.tif,107,16,train/16_107_mask.tif
431,train/17_107.tif,107,17,train/17_107_mask.tif
432,train/18_107.tif,107,18,train/18_107_mask.tif
433,train/19_107.tif,107,19,train/19_107_mask.tif
434,train/2_107.tif,107,2,train/2_107_mask.tif
435,train/20_107.tif,107,20,train/20_107_mask.tif
436,train/21_107.tif,107,21,train/21_107_mask.tif
437,train/22_107.tif,107,22,train/22_107_mask.tif
438,train/23_107.tif,107,23,train/23_107_mask.tif
439,train/24_107.tif,107,24,train/24_107_mask.tif
440,train/25_107.tif,107,25,train/25_107_mask.tif
441,train/26_107.tif,107,26,train/26_107_mask.tif
442,train/27_107.tif,107,27,train/27_107_mask.tif
443,train/28_107.tif,107,28,train/28_107_mask.tif
444,train/29_107.tif,107,29,train/29_107_mask.tif
445,train/3_107.tif,107,3,train/3_107_mask.tif
446,train/30_107.tif,107,30,train/30_107_mask.tif
447,train/31_107.tif,107,31,train/31_107_mask.tif
448,train/32_107.tif,107,32,train/32_107_mask.tif
449,train/33_107.tif,107,33,train/33_107_mask.tif
450,train/34_107.tif,107,34,train/34_107_mask.tif
451,train/35_107.tif,107,35,train/35_107_mask.tif
452,train/36_107.tif,107,36,train/36_107_mask.tif
453,train/37_107.tif,107,37,train/37_107_mask.tif
454,train/38_107.tif,107,38,train/38_107_mask.tif
455,train/39_107.tif,107,39,train/39_107_mask.tif
456,train/4_107.tif,107,4,train/4_107_mask.tif
457,train/40_107.tif,107,40,train/40_107_mask.tif
458,train/41_107.tif,107,41,train/41_107_mask.tif
459,train/42_107.tif,107,42,train/42_107_mask.tif
460,train/43_107.tif,107,43,train/43_107_mask.tif
462,train/45_107.tif,107,45,train/45_107_mask.tif
463,train/46_107.tif,107,46,train/46_107_mask.tif
464,train/47_107.tif,107,47,train/47_107_mask.tif
465,train/5_107.tif,107,5,train/5_107_mask.tif
466,train/6_107.tif,107,6,train/6_107_mask.tif
467,train/7_107.tif,107,7,train/7_107_mask.tif
468,train/8_107.tif,107,8,train/8_107_mask.tif
469,train/9_107.tif,107,9,train/9_107_mask.tif
470,train/1_108.tif,108,1,train/1_108_mask.tif
471,train/10_108.tif,108,10,train/10_108_mask.tif
472,train/11_108.tif,108,11,train/11_108_mask.tif
473,train/12_108.tif,108,12,train/12_108_mask.tif
474,train/13_108.tif,108,13,train/13_108_mask.tif
475,train/14_108.tif,108,14,train/14_108_mask.tif
476,train/15_108.tif,108,15,train/15_108_mask.tif
477,train/16_108.tif,108,16,train/16_108_mask.tif
478,train/17_108.tif,108,17,train/17_108_mask.tif
479,train/18_108.tif,108,18,train/18_108_mask.tif
480,train/19_108.tif,108,19,train/19_108_mask.tif
481,train/2_108.tif,108,2,train/2_108_mask.tif
482,train/20_108.tif,108,20,train/20_108_mask.tif
483,train/21_108.tif,108,21,train/21_108_mask.tif
484,train/22_108.tif,108,22,train/22_108_mask.tif
485,train/23_108.tif,108,23,train/23_108_mask.tif
486,train/24_108.tif,108,24,train/24_108_mask.tif
487,train/25_108.tif,108,25,train/25_108_mask.tif
488,train/26_108.tif,108,26,train/26_108_mask.tif
489,train/27_108.tif,108,27,train/27_108_mask.tif
490,train/28_108.tif,108,28,train/28_108_mask.tif
491,train/29_108.tif,108,29,train/29_108_mask.tif
492,train/3_108.tif,108,3,train/3_108_mask.tif
493,train/30_108.tif,108,30,train/30_108_mask.tif
494,train/31_108.tif,108,31,train/31_108_mask.tif
495,train/32_108.tif,108,32,train/32_108_mask.tif
496,train/33_108.tif,108,33,train/33_108_mask.tif
497,train/34_108.tif,108,34,train/34_108_mask.tif
498,train/35_108.tif,108,35,train/35_108_mask.tif
499,train/36_108.tif,108,36,train/36_108_mask.tif
500,train/37_108.tif,108,37,train/37_108_mask.tif
501,train/38_108.tif,108,38,train/38_108_mask.tif
502,train/39_108.tif,108,39,train/39_108_mask.tif
503,train/4_108.tif,108,4,train/4_108_mask.tif
504,train/40_108.tif,108,40,train/40_108_mask.tif
505,train/41_108.tif,108,41,train/41_108_mask.tif
506,train/42_108.tif,108,42,train/42_108_mask.tif
507,train/43_108.tif,108,43,train/43_108_mask.tif
508,train/44_108.tif,108,44,train/44_108_mask.tif
510,train/46_108.tif,108,46,train/46_108_mask.tif
511,train/47_108.tif,108,47,train/47_108_mask.tif
512,train/5_108.tif,108,5,train/5_108_mask.tif
513,train/6_108.tif,108,6,train/6_108_mask.tif
514,train/7_108.tif,108,7,train/7_108_mask.tif
515,train/8_108.tif,108,8,train/8_108_mask.tif
516,train/9_108.tif,108,9,train/9_108_mask.tif
517,train/1_109.tif,109,1,train/1_109_mask.tif
518,train/10_109.tif,109,10,train/10_109_mask.tif
519,train/11_109.tif,109,11,train/11_109_mask.tif
520,train/12_109.tif,109,12,train/12_109_mask.tif
522,train/14_109.tif,109,14,train/14_109_mask.tif
523,train/15_109.tif,109,15,train/15_109_mask.tif
524,train/16_109.tif,109,16,train/16_109_mask.tif
525,train/17_109.tif,109,17,train/17_109_mask.tif
526,train/18_109.tif,109,18,train/18_109_mask.tif
527,train/19_109.tif,109,19,train/19_109_mask.tif
528,train/2_109.tif,109,2,train/2_109_mask.tif
529,train/20_109.tif,109,20,train/20_109_mask.tif
530,train/21_109.tif,109,21,train/21_109_mask.tif
531,train/22_109.tif,109,22,train/22_109_mask.tif
532,train/23_109.tif,109,23,train/23_109_mask.tif
533,train/24_109.tif,109,24,train/24_109_mask.tif
534,train/25_109.tif,109,25,train/25_109_mask.tif
